
scanner data:
 4009 -1695   686 
-1902  -496   749 
-1323 -2220 -2588 
  740   774  -615 
-1968  1846   606 
 -970 -1880 -1871 
 1731 -1616  -469 
  413   943   530 
-3132 -1831 -1687 
  -67 -1098   -32 
 -799 -3894  -570 
 -823 -1630   641 
-4313 -1624  -700 
 2994   452   716 
  567 -3972  -818 
-3212  -248  -704 
-3328 -1944   311 
-3179   624  -830 
-4233 -1755 -2071 
-1861   667   756 
 1756 -1980   447 
 -963   477  -487 
  672 -1640   563 
 2956  -717   410 
-2057  -355 -1668 
 3128  -511 -1707 
 -540 -1638 -3073 
 2951   553   766 
-3283  1720  -727 
 3972  -553  -881 
-2481 -3419 -2430 
-1752 -3163 -2912 
 -176 -1207 -1360 
-3033  -435   447 
-3100 -3012  -451 
-1218 -1041 -3596 
-3036 -1742  -654 
 1541 -1895 -1687 
 -903   601 -1893 
  460  -356 -1821 
  401 -2643  -719 
  385  -361   405 
-2021  1840   674 
 1733   505  -718 
 1514 -1774 -1734 
-3183 -1801  -698 
 -724 -1719   643 
-1966 -3941  -737 
-2569  1353   -22 
 1599   586   705 
  336   928   466 
-2125 -4280 -1998 
-1681 -1736 -4210 
 2900 -1680 -1622 
 1735 -1823   417 
 -697 -1778 -4448 
-3276 -1751  -678 
  349 -1621  -559 
 3138 -1818  -591 
-2183 -4262 -1970 
 1532  -319  -552 
-3145   826  -823 
-1793 -4004 -3217 
  -10 -3454 -1387 
 -987   655 -1938 
 -151 -3503 -1269 
-4432 -2910 -1916 
-2103 -2796 -1607 
-1801 -4237 -3222 
-2013   852 -2032 
-2014  -377 -1707 
  661 -4326 -1698 
 -528 -3999 -1930 
-1756  -284  -455 
  651 -1617   447 
 -189    61   -45 
-1192   126 -1343 
 1558  -473  -533 
 2992 -1778  -593 
  753   808  -605 
-2134 -1739 -2909 
-1902 -1427  -880 
-2399  1386  -158 
 -591 -2853 -1904 
-2445 -2279 -1353 
-3227 -3963  -461 
  325  -343   553 
 -742 -2853 -3165 
 3951  -372  -788 
-1939 -2735 -1669 
 4208 -1706  -625 
 -805   510  -451 
 -835 -2958 -3216 
-3082 -3856 -2010 
-3302  1680   237 
 2251   163  -176 
-2530    10   -13 
  412  -468  -827 
  319 -1736  -502 
 1735   454  -776 
 -773   645   541 
  519 -3999  -756 
-1382 -1174 -1338 
 2879  -652   498 
-4289 -1701 -1957 
  554 -3003 -1790 
 1640  -230 -2145 
 2887 -1625 -1656 
-2058   707   714 
 2964  -574  -937 
 3084  -610 -1747 
-3303   776   776 
-1671 -1863 -4093 
-3280  1668  -542 
-3338 -1918   365 
 -420 -4119 -1932 
 3133 -1763  -667 
-1848 -1523   469 
-1793  -569   728 
 -497  -242 -1678 
 1580 -1606  -601 
 1540 -1832 -1741 
 -822 -1692 -4382 
-1380 -1118 -3680 
  561  -462 -1804 
-3020  -477   656 
  -65   111  -185 
 2964  -568  -866 
-4247 -1537  -557 
 3507 -1043  -122 
 -506 -4074 -2066 
 1658  -544   535 
-3234 -3892  -631 
 1554  -375  -442 
 3810  -550   689 
-1913 -1455   618 
  -55 -2403 -1283 
-3155   762   653 
-3133  1664   259 
 -818   745   486 
-1851 -1502   551 
 -990 -1938 -1963 
-1896  1800  -889 
 3898 -1598   757 
-2397    81  -129 
  501 -1835 -1932 
-4357 -2894  -836 
 1790  -460   550 
  480 -1734 -1770 
 -635  -615   362 
-1995 -3956  -527 
-1787  -427  -533 
  726   706  -708 
 -732 -1679 -3043 
  -46 -1082 -1297 
 1794   623  -756 
 -163 -1204  -165 
-2392 -1199  -179 
-1981 -2914  -761 
 2292 -1138  -143 
 -921 -3192  -653 
-1880  -414 -2909 
  543 -2665  -629 
  352  -454  -949 
-2046 -1732 -2923 
 -552  -643 -3156 
 2277 -1142 -1245 
-1909 -1463  -826 
  406 -1797  -526 
-3270  -308  -670 
 -501 -2889 -2067 
-3231 -1904 -1615 
-3226 -1852   291 
  542 -4126  -756 
 -899 -3839  -438 
 -852   515  -489 
-3255 -3931  -615 
 -502 -2787 -1879 
 -790  -808  -512 
 -535  -664 -3184 
  309   881   591 
-3702 -2311 -1331 
-1975 -2940  -681 
 2301    44    -8 
 1032 -1051 -1375 
 2895  -771   537 
-1977   655  -755 
 -627  -769   479 
  645 -1471   521 
-1884  -407 -2867 
  684 -3017 -1744 
-2519 -2378 -1223 
-1864 -1506  -876 
-1985  2013   713 
 -706  -757  -430 
-1212 -1074 -1209 
 -512  -248 -4036 
 -814 -1725 -4563 

scanner data:
 3898 -1598   757 
 4251 -1620  -642 
-1949   861 -2090 
 -835 -2958 -3216 
 -509  -413 -1692 
-1995 -3956  -527 
-1671 -1863 -4093 
-3155   762   653 
 -501 -2889 -2067 
  542 -4126  -756 
 -790  -808  -512 
 -553 -1773 -3060 
 -750   754   404 
 2292 -1138  -143 
-4268 -2889  -758 
 3133 -1763  -667 
 -535  -664 -3184 
 1540 -1832 -1741 
 2880 -1944   554 
 -724 -1719   643 
 1736 -1745  1554 
 2345 -1061  1084 
 -805   510  -451 
-1801 -4237 -3222 
-3702 -2311 -1331 
-3004 -4306 -2877 
-3338 -1918   365 
 1733   505  -718 
-2569  1353   -22 
-3280  1668  -542 
-2058   707   714 
 -822 -1692 -4382 
-1787  -427  -533 
-1926   686  -867 
 -697 -1778 -4448 
  740   774  -615 
  -67 -1098   -32 
-1380 -1118 -3680 
-1909 -1463  -826 
-3231 -1904 -1615 
 3181  -616 -1797 
-3036 -1742  -654 
  480 -1734 -1770 
-1218 -2338 -2437 
-1794  1844  -932 
 2614  -362  1868 
-3074 -2948 -2081 
-1966 -3941  -737 
-1192   126 -1343 
-1777 -4169 -3285 
 1907  -447  1542 
-1306    56 -1209 
 -773   645   541 
 1167 -1194 -1322 
-3097 -3907 -1856 
 1558  -473  -533 
 3951  -372  -788 
 3008 -1701 -1601 
 3917  -594   597 
  567 -3972  -818 
  789 -4307 -1822 
  561  -462 -1804 
-2519 -2378 -1223 
-2392 -1199  -179 
 -744 -1746  -537 
 -852   515  -489 
-3148 -3038  -669 
-1758  -295  -663 
 -887 -3194  -525 
  661 -4326 -1698 
 1682  -237 -2056 
-3132 -1972 -1662 
 -963   477  -487 
  401 -2643  -719 
 -903   601 -1893 
-4233 -1755 -2071 
-1939 -2735 -1669 
 -818   745   486 
-3326 -2659 -3165 
-3292   683   720 
-3180 -2897 -2090 
 -489  -484 -1682 
 3972  -553  -881 
 2277 -1142 -1245 
-2563 -1104   -48 
-2514 -3505 -1224 
  460  -356 -1821 
-1968  1846   606 
 -823 -1630   641 
-3226 -1852   291 
  319 -1736  -502 
 4239 -1693  -760 
 3084  -610 -1747 
-2995 -4257 -3095 
  519 -3999  -756 
  -65   111  -185 
 1747  -240 -2061 
-3132 -1831 -1687 
 2994 -1965   470 
 2951   553   766 
 -151 -3503 -1269 
 -753 -3822  -551 
-1902 -1427  -880 
-3082 -3856 -2010 
 -420 -4119 -1932 
-3020  -477   656 
 1735   454  -776 
 -474  -230 -4205 
-2399  1386  -158 
-1382 -1174 -1338 
-1902  -496   749 
 -921 -3192  -653 
  543 -2665  -629 
 2884   671  -457 
-1676 -1798 -4295 
 2956  -717   410 
-2183 -4262 -1970 
  406 -1797  -526 
 -512  -248 -4036 
 2248 -1208  1207 
 -540 -1638 -3073 
-3100 -3012  -451 
-2530    10   -13 
-2970 -2844 -2082 
 2887 -1625 -1656 
 1599   586   705 
 1541 -1895 -1687 
-2014 -2821 -1659 
-4432 -2910 -1916 
  726   706  -708 
-4252 -2949  -931 
-1981 -2914  -761 
 1742  -450   450 
-3270  -308  -670 
  645 -1471   521 
 -987   655 -1938 
-3183 -1801  -698 
 2994   452   716 
  624 -4300 -1723 
  651 -1617   447 
-2533 -3584 -2526 
-1756  -284  -455 
 1756 -1980   447 
-2103 -1700 -1603 
  -55 -2403 -1283 
-1707  -458   793 
 1554  -375  -442 
 -630  -729  -519 
  501 -1835 -1932 
-3145   826  -823 
  -46 -1082 -1297 
-3185  -364  -589 
  385  -361   405 
-1977   655  -755 
 -712 -2906 -3172 
-3328 -1944   311 
 -706  -757  -430 
-1975 -2940  -681 
 1514 -1774 -1734 
 -506 -4074 -2066 
-1218 -1041 -3596 
  684 -3017 -1744 
  532 -2612  -810 
 -876 -1896 -1873 
 1733   611   732 
-4309 -2906 -1826 
-1978 -2966  -692 
-1871   874 -2097 
 -591 -2853 -1904 
-3306  1650  -717 
 1791   650   743 
-1880  -414 -2909 
 -753 -1905  -421 
 3138 -1818  -591 
  636 -3033 -1768 
  325  -343   553 
 1939  -382  1691 
-2101 -1737 -1609 
-1720 -3179 -2830 
 2964  -574  -937 
-3255 -3931  -615 
 3128  -511 -1707 
-1793  -569   728 
  352  -454  -949 
 2301    44    -8 
 2656  -365  1686 
 1734 -1677  1588 
-2085  -598 -4298 
  336   928   466 
 3966  -612   634 
-1913 -1455   618 
 1978  -530  1649 
 -970 -1880 -1871 
  405  -470   568 
 -799 -3894  -570 
  753   808  -605 
-2046 -1732 -2923 
  440  -583  -974 
 1658  -544   535 
  -10 -3454 -1387 
-2103 -2796 -1607 
-2011 -1793 -2936 
-1629 -3042 -2859 
 -732 -1679 -3043 
 -528 -3999 -1930 
  309   881   591 
-1293   148   -98 
-4289 -1701 -1957 
 1817 -1719  1712 
-3214  1750   273 
 -548  -779   374 
 3810  -550   689 
-1996 -3930  -772 
 2879  -652   498 
  349 -1621  -559 
 2664 -1492  1754 
-3157   678  -834 
 -637 -1757  -402 
-3246 -2697 -3208 
-2021  1840   674 
 -990 -1938 -1963 
-3302  1680   237 
-2481 -3419 -2430 
-3103 -4276 -3033 
-1243 -1093 -2566 
 4009 -1695   686 
 3899 -1707   683 
 2827 -1521  1821 
 -190 -2212 -1258 
 2964  -568  -866 
 -627  -769   479 
-3028 -2952  -595 
 1640  -230 -2145 
-2007  -433 -1630 
 -189    61   -45 
-3212  -248  -704 
-3303   776   776 
 -163 -1204  -165 
 -502 -2787 -1879 
  526 -1808 -1920 
 2895  -771   537 
-1985  2013   713 
-2901  -399   571 
  672 -1640   563 
-1864 -1506  -876 
 1658 -1643  -574 
 -742 -2853 -3165 
-2445 -2279 -1353 
 -497  -242 -1678 
-3133  1664   259 
-2013   852 -2032 
 3507 -1043  -122 
-2397    81  -129 
 1032 -1051 -1375 
 1735 -1823   417 
  412  -468  -827 
-3234 -3892  -631 
-2392 -3450 -1357 
 1731 -1616  -469 
-1793 -4004 -3217 
 -918 -3120  -434 
-1390 -1155 -2414 
-2072  -615 -4355 
-2026 -4219 -1948 
-4417 -2863 -1888 
-1961 -1692 -1611 
 -176 -1207 -1360 
 2801   690  -555 
-3179   624  -830 
 -635  -615   362 
 2805 -1563  1795 
 1794   623  -756 
-1775  -431 -2892 
-4292 -1685 -1966 
 -874   519 -1951 
  425  -478 -1828 
-4357 -2894  -836 
  554 -3003 -1790 
-1212 -1074 -1209 
-4313 -1624  -700 
 -576  -278 -4232 
-1323 -2220 -2588 
-3227 -3963  -461 
 1760 -1866   396 
-3244 -2672 -3121 
-3276 -1751  -678 
-1848 -1523   469 
-3101 -3918 -1793 
 -899 -3839  -438 
 2907 -1969   443 
 1790  -460   550 
-1914   543  -747 
 -674 -1585   598 
 2863   655  -661 
 2997  -495  -828 
-2014  -377 -1707 
-2099  -515 -4198 
-3283  1720  -727 
 2900 -1680 -1622 
 3887  -497  -730 
-2134 -1739 -2909 
-1896  1800  -889 
 -552  -643 -3156 
-1983   666   700 
 2251   163  -176 
 -814 -1725 -4563 
 2974   453   799 
 -584  -711 -3224 
-3033  -435   447 
 2610  -257  1687 
-1884  -407 -2867 
-1861   667   756 
-1951  1855  -842 
-2057  -355 -1668 
 1532  -319  -552 
-4273 -1456  -743 
-2125 -4280 -1998 
-1752 -3163 -2912 
 2992 -1778  -593 
  413   943   530 
 4208 -1706  -625 
-4247 -1537  -557 
-1681 -1736 -4210 
-1851 -1502   551 
 1580 -1606  -601 

scanner data:
 -420 -4119 -1932 
 -674 -1585   598 
 3133 -1763  -667 
-3234 -3892  -631 
-1243 -1093 -2566 
-1981 -2914  -761 
 1558  -473  -533 
 3972  -553  -881 
 4009 -1695   686 
-3302  1680   237 
 -635  -615   362 
-1871   874 -2097 
 1791   650   743 
-2014 -2821 -1659 
 1554  -375  -442 
  440  -583  -974 
-4268 -2889  -758 
 2964  -574  -937 
 1817 -1719  1712 
 -742 -2853 -3165 
  636 -3033 -1768 
-1212 -1074 -1209 
-3244 -2672 -3121 
 4251 -1620  -642 
-2392 -1199  -179 
 -548  -779   374 
-3097 -3907 -1856 
 3899 -1707   683 
-1306    56 -1209 
 -818   745   486 
 -970 -1880 -1871 
-2392 -3450 -1357 
-2530    10   -13 
-2099  -515 -4198 
 1682  -237 -2056 
-3326 -2659 -3165 
-3226 -1852   291 
 -190 -2212 -1258 
 -899 -3839  -438 
 2992 -1778  -593 
 -506 -4074 -2066 
-1380 -1118 -3680 
 2664 -1492  1754 
-3303   776   776 
 2345 -1061  1084 
 1742  -450   450 
-2514 -3505 -1224 
  336   928   466 
  460  -356 -1821 
 -528 -3999 -1930 
 2879  -652   498 
-3231 -1904 -1615 
-2442    25 -1282 
-3227 -3963  -461 
-2007  -433 -1630 
-1977   655  -755 
-3386  -667 -1707 
-2397    81  -129 
-1949   861 -2090 
 1747  -240 -2061 
 2863   655  -661 
  -67 -1098   -32 
-1861   667   756 
  672 -1640   563 
  319 -1736  -502 
-1787  -427  -533 
 -773   645   541 
 2994   452   716 
 -637 -1757  -402 
-3276 -1751  -678 
 -805   510  -451 
-1801 -4237 -3222 
 -697 -1778 -4448 
 -512  -248 -4036 
-3133  1664   259 
-1756  -284  -455 
 1978  -530  1649 
  425  -478 -1828 
 -584  -711 -3224 
-2103 -2796 -1607 
 3181  -616 -1797 
-3180 -2897 -2090 
  542 -4126  -756 
-1968  1846   606 
-1293   148   -98 
-2445 -2279 -1353 
-2057  -355 -1668 
 -474  -230 -4205 
-1995 -3956  -527 
-1880  -414 -2909 
 1735   454  -776 
 2951   553   766 
-3246 -2697 -3208 
-2014  -377 -1707 
-1382 -1174 -1338 
-1794  1844  -932 
 -963   477  -487 
 -151 -3503 -1269 
 -921 -3192  -653 
-2949   826 -1964 
-1896  1800  -889 
 2880 -1944   554 
-2183 -4262 -1970 
 2956  -717   410 
 1532  -319  -552 
  480 -1734 -1770 
  789 -4307 -1822 
 -750   754   404 
  352  -454  -949 
 -874   519 -1951 
-3082 -3856 -2010 
 3887  -497  -730 
-1966 -3941  -737 
-1978 -2966  -692 
 -918 -3120  -434 
-3306  1650  -717 
-3132 -1972 -1662 
-1629 -3042 -2859 
-3020  -477   656 
-1793  -569   728 
 1733   611   732 
 1731 -1616  -469 
-2046 -1732 -2923 
-3702 -2311 -1331 
 3084  -610 -1747 
 -876 -1896 -1873 
  412  -468  -827 
 1580 -1606  -601 
 -712 -2906 -3172 
 -753 -3822  -551 
 1514 -1774 -1734 
 3138 -1818  -591 
-2026 -4219 -1948 
  -46 -1082 -1297 
-1939 -2735 -1669 
 -576  -278 -4232 
  501 -1835 -1932 
-3185  -364  -589 
-3270  -308  -670 
-1983   666   700 
  726   706  -708 
 -987   655 -1938 
-3103 -4276 -3033 
-3028 -2952  -595 
 3898 -1598   757 
  526 -1808 -1920 
 2805 -1563  1795 
 1790  -460   550 
-1975 -2940  -681 
  401 -2643  -719 
-4247 -1537  -557 
  -10 -3454 -1387 
 -835 -2958 -3216 
 -823 -1630   641 
-1902 -1427  -880 
 1541 -1895 -1687 
 1939  -382  1691 
-1996 -3930  -772 
 3951  -372  -788 
-2519 -2378 -1223 
 2277 -1142 -1245 
 1794   623  -756 
 -591 -2853 -1904 
-4233 -1755 -2071 
-4292 -1685 -1966 
-3033  -435   447 
 1032 -1051 -1375 
-1951  1855  -842 
  -55 -2403 -1283 
 -540 -1638 -3073 
-3328 -1944   311 
 2964  -568  -866 
 -176 -1207 -1360 
  645 -1471   521 
-4273 -1456  -743 
-1671 -1863 -4093 
-1390 -1155 -2414 
-1926   686  -867 
-2101 -1737 -1609 
-1961 -1692 -1611 
-3338 -1918   365 
  661 -4326 -1698 
 1658 -1643  -574 
-2058   707   714 
  740   774  -615 
-2399  1386  -158 
-1720 -3179 -2830 
 3128  -511 -1707 
 2997  -495  -828 
-2103 -1700 -1603 
-3292   683   720 
-3291  -723 -1728 
 2887 -1625 -1656 
-2072  -615 -4355 
-4309 -2906 -1826 
 1599   586   705 
  753   808  -605 
-1777 -4169 -3285 
 1736 -1745  1554 
-4417 -2863 -1888 
  405  -470   568 
 2895  -771   537 
 -535  -664 -3184 
 2610  -257  1687 
  554 -3003 -1790 
 1735 -1823   417 
-1914   543  -747 
-1681 -1736 -4210 
 -887 -3194  -525 
-2011 -1793 -2936 
 -903   601 -1893 
 3507 -1043  -122 
 -552  -643 -3156 
  -65   111  -185 
-1775  -431 -2892 
-1192   126 -1343 
 1907  -447  1542 
  684 -3017 -1744 
-4357 -2894  -836 
 3966  -612   634 
-2823   933 -1998 
-2085  -598 -4298 
 1540 -1832 -1741 
 3008 -1701 -1601 
-3214  1750   273 
-1884  -407 -2867 
  325  -343   553 
 -497  -242 -1678 
-1913 -1455   618 
-3004 -4306 -2877 
-4313 -1624  -700 
-1752 -3163 -2912 
-2533 -3584 -2526 
-3280  1668  -542 
-3145   826  -823 
-3101 -3918 -1793 
-1864 -1506  -876 
-3074 -2948 -2081 
 2251   163  -176 
 -753 -1905  -421 
-1758  -295  -663 
-2563 -1104   -48 
 -724 -1719   643 
 2974   453   799 
-1218 -2338 -2437 
 2884   671  -457 
 1760 -1866   396 
-1707  -458   793 
-3148 -3038  -669 
-2970 -2844 -2082 
  567 -3972  -818 
-4289 -1701 -1957 
  413   943   530 
-3245  -656 -1765 
-4252 -2949  -931 
-3157   678  -834 
 1756 -1980   447 
-1985  2013   713 
-3132 -1831 -1687 
 -990 -1938 -1963 
-1848 -1523   469 
  349 -1621  -559 
-2125 -4280 -1998 
-1851 -1502   551 
-2878   862 -1897 
-1676 -1798 -4295 
 1734 -1677  1588 
 -509  -413 -1692 
  309   881   591 
 1167 -1194 -1322 
-3212  -248  -704 
-1793 -4004 -3217 
 2292 -1138  -143 
 3917  -594   597 
  406 -1797  -526 
  561  -462 -1804 
 -163 -1204  -165 
  624 -4300 -1723 
 2301    44    -8 
 2900 -1680 -1622 
 -799 -3894  -570 
-3183 -1801  -698 
 4239 -1693  -760 
-3255 -3931  -615 
-1218 -1041 -3596 
 1658  -544   535 
 2656  -365  1686 
-3155   762   653 
-2013   852 -2032 
-1909 -1463  -826 
-3036 -1742  -654 
 -501 -2889 -2067 
 3810  -550   689 
 -627  -769   479 
 -502 -2787 -1879 
 -822 -1692 -4382 
-2021  1840   674 
-2569  1353   -22 
-3179   624  -830 
 2248 -1208  1207 
 1733   505  -718 
 -852   515  -489 
 -489  -484 -1682 
 -744 -1746  -537 
  519 -3999  -756 
-1902  -496   749 
  543 -2665  -629 
-3100 -3012  -451 
 2614  -362  1868 
-4432 -2910 -1916 
-2901  -399   571 
-2481 -3419 -2430 
 2827 -1521  1821 
 4208 -1706  -625 
-2586   143 -1387 
 2801   690  -555 
  385  -361   405 
  651 -1617   447 
 -706  -757  -430 
-3283  1720  -727 
 -553 -1773 -3060 
 -732 -1679 -3043 
-2995 -4257 -3095 
 -189    61   -45 
 2907 -1969   443 
 1640  -230 -2145 
 2994 -1965   470 
  532 -2612  -810 
-2134 -1739 -2909 
-1323 -2220 -2588 
 -630  -729  -519 
 -814 -1725 -4563 
 -790  -808  -512 

scanner data:
-1793 -4004 -3217 
  336   928   466 
-1951  1855  -842 
-3100 -3012  -451 
 1734 -1677  1588 
-3386  -667 -1707 
-2392 -1199  -179 
 4009 -1695   686 
-1978 -2966  -692 
  -55 -2403 -1283 
 -584  -711 -3224 
-1306    56 -1209 
 -591 -2853 -1904 
 1735 -1823   417 
 2900 -1680 -1622 
 -674 -1585   598 
-1382 -1174 -1338 
  567 -3972  -818 
 2656  -365  1686 
-1996 -3930  -772 
 -852   515  -489 
-3183 -1801  -698 
 3966  -612   634 
  645 -1471   521 
 2251   163  -176 
  319 -1736  -502 
 2301    44    -8 
 1747  -240 -2061 
 -987   655 -1938 
-1243 -1093 -2566 
-1671 -1863 -4093 
 1794   623  -756 
-3328 -1944   311 
-1926   686  -867 
  672 -1640   563 
  542 -4126  -756 
-2530    10   -13 
 3951  -372  -788 
-1961 -1692 -1611 
-2399  1386  -158 
-3004 -4306 -2877 
 -509  -413 -1692 
 -744 -1746  -537 
 -814 -1725 -4563 
-1966 -3941  -737 
-1871   874 -2097 
 1790  -460   550 
-3280  1668  -542 
 -474  -230 -4205 
-4273 -1456  -743 
-3020  -477   656 
-1787  -427  -533 
-1880  -414 -2909 
-2183 -4262 -1970 
 -835 -2958 -3216 
  325  -343   553 
-3148 -3038  -669 
 -501 -2889 -2067 
 2292 -1138  -143 
-3145   826  -823 
 3887  -497  -730 
-1914   543  -747 
 2964  -568  -866 
-3179   624  -830 
 4239 -1693  -760 
-1975 -2940  -681 
-3292   683   720 
 2884   671  -457 
 2907 -1969   443 
 1736 -1745  1554 
 2994 -1965   470 
  532 -2612  -810 
 -899 -3839  -438 
-1861   667   756 
 -963   477  -487 
  440  -583  -974 
-2392 -3450 -1357 
-1983   666   700 
-1902  -496   749 
-1848 -1523   469 
-1323 -2220 -2588 
 1599   586   705 
 2997  -495  -828 
-2101 -1737 -1609 
 -627  -769   479 
-1985  2013   713 
-2125 -4280 -1998 
  519 -3999  -756 
 1731 -1616  -469 
 -506 -4074 -2066 
-2011 -1793 -2936 
-3097 -3907 -1856 
 -805   510  -451 
 1742  -450   450 
-3227 -3963  -461 
-1896  1800  -889 
 2863   655  -661 
-4252 -2949  -931 
-1909 -1463  -826 
-2046 -1732 -2923 
-1968  1846   606 
-2397    81  -129 
-1801 -4237 -3222 
-4247 -1537  -557 
 2827 -1521  1821 
 2664 -1492  1754 
 1658  -544   535 
  401 -2643  -719 
-3702 -2311 -1331 
-3157   678  -834 
-3185  -364  -589 
-1293   148   -98 
 -874   519 -1951 
 -742 -2853 -3165 
-1939 -2735 -1669 
-1758  -295  -663 
 3972  -553  -881 
-3244 -2672 -3121 
  740   774  -615 
 1756 -1980   447 
 3810  -550   689 
 2801   690  -555 
 -637 -1757  -402 
-3082 -3856 -2010 
-3338 -1918   365 
-1851 -1502   551 
 1167 -1194 -1322 
-3155   762   653 
  352  -454  -949 
-3132 -1831 -1687 
  684 -3017 -1744 
 -799 -3894  -570 
-2099  -515 -4198 
  -65   111  -185 
 -773   645   541 
 2614  -362  1868 
-3303   776   776 
 2951   553   766 
 3181  -616 -1797 
-1212 -1074 -1209 
-1629 -3042 -2859 
  406 -1797  -526 
-4357 -2894  -836 
-2481 -3419 -2430 
 1540 -1832 -1741 
 -790  -808  -512 
  480 -1734 -1770 
 4208 -1706  -625 
-3246 -2697 -3208 
 -990 -1938 -1963 
 -528 -3999 -1930 
-1218 -1041 -3596 
-1390 -1155 -2414 
 -553 -1773 -3060 
-2026 -4219 -1948 
-1192   126 -1343 
  460  -356 -1821 
 -635  -615   362 
 -921 -3192  -653 
 2277 -1142 -1245 
 1554  -375  -442 
-4313 -1624  -700 
-3245  -656 -1765 
-3101 -3918 -1793 
 2610  -257  1687 
 1760 -1866   396 
  561  -462 -1804 
 -822 -1692 -4382 
-2995 -4257 -3095 
 -190 -2212 -1258 
-2514 -3505 -1224 
-2901  -399   571 
 1580 -1606  -601 
-3074 -2948 -2081 
 1735   454  -776 
 -497  -242 -1678 
-2970 -2844 -2082 
-2569  1353   -22 
 1558  -473  -533 
 -697 -1778 -4448 
-4292 -1685 -1966 
-2072  -615 -4355 
 1907  -447  1542 
 2895  -771   537 
-3302  1680   237 
-3276 -1751  -678 
 -512  -248 -4036 
 -753 -3822  -551 
-1380 -1118 -3680 
 -176 -1207 -1360 
 1682  -237 -2056 
 2805 -1563  1795 
 1733   611   732 
 3084  -610 -1747 
  726   706  -708 
-4417 -2863 -1888 
  501 -1835 -1932 
-4233 -1755 -2071 
-1775  -431 -2892 
  349 -1621  -559 
  -67 -1098   -32 
-4289 -1701 -1957 
  412  -468  -827 
-1793  -569   728 
-3226 -1852   291 
-2442    25 -1282 
-4309 -2906 -1826 
 -489  -484 -1682 
 1791   650   743 
 -712 -2906 -3172 
-3291  -723 -1728 
 3008 -1701 -1601 
-1977   655  -755 
 1658 -1643  -574 
  753   808  -605 
 -552  -643 -3156 
-1752 -3163 -2912 
 1817 -1719  1712 
 -548  -779   374 
 2248 -1208  1207 
-2134 -1739 -2909 
-1676 -1798 -4295 
 -189    61   -45 
 -630  -729  -519 
-2021  1840   674 
 2880 -1944   554 
-2445 -2279 -1353 
-2007  -433 -1630 
 1514 -1774 -1734 
-2533 -3584 -2526 
 -163 -1204  -165 
-2058   707   714 
  413   943   530 
-3028 -2952  -595 
  405  -470   568 
-3270  -308  -670 
-1981 -2914  -761 
-3326 -2659 -3165 
 -918 -3120  -434 
 -818   745   486 
  661 -4326 -1698 
-1864 -1506  -876 
-1777 -4169 -3285 
-1995 -3956  -527 
 2879  -652   498 
-3033  -435   447 
-1756  -284  -455 
-2823   933 -1998 
-2085  -598 -4298 
-1720 -3179 -2830 
 1532  -319  -552 
-3133  1664   259 
 3507 -1043  -122 
-1913 -1455   618 
  385  -361   405 
-2013   852 -2032 
 2994   452   716 
 3917  -594   597 
 -420 -4119 -1932 
 -576  -278 -4232 
-1218 -2338 -2437 
-2949   826 -1964 
 -750   754   404 
  624 -4300 -1723 
 1541 -1895 -1687 
  309   881   591 
-1794  1844  -932 
 -724 -1719   643 
-2563 -1104   -48 
  789 -4307 -1822 
 2345 -1061  1084 
-1707  -458   793 
 2974   453   799 
-3036 -1742  -654 
-3283  1720  -727 
 3898 -1598   757 
 3138 -1818  -591 
-4432 -2910 -1916 
  651 -1617   447 
-2103 -2796 -1607 
-3132 -1972 -1662 
 1640  -230 -2145 
 1978  -530  1649 
-2103 -1700 -1603 
 -970 -1880 -1871 
-1884  -407 -2867 
  -46 -1082 -1297 
 -903   601 -1893 
-3103 -4276 -3033 
 -732 -1679 -3043 
-1681 -1736 -4210 
-2014  -377 -1707 
 1032 -1051 -1375 
 1733   505  -718 
 -753 -1905  -421 
-1902 -1427  -880 
-2878   862 -1897 
 -535  -664 -3184 
-3180 -2897 -2090 
 1939  -382  1691 
  -10 -3454 -1387 
-2519 -2378 -1223 
-3212  -248  -704 
 2887 -1625 -1656 
-2586   143 -1387 
 -540 -1638 -3073 
  526 -1808 -1920 
 -706  -757  -430 
 2964  -574  -937 
-3255 -3931  -615 
-3234 -3892  -631 
  636 -3033 -1768 
 3133 -1763  -667 
 2956  -717   410 
 -876 -1896 -1873 
 -887 -3194  -525 
 1111 -1181  -154 
  554 -3003 -1790 
-2057  -355 -1668 
 4251 -1620  -642 
 3128  -511 -1707 
-2014 -2821 -1659 
 -823 -1630   641 
-4268 -2889  -758 
 -502 -2787 -1879 
-1949   861 -2090 
 2992 -1778  -593 
 -151 -3503 -1269 
-3231 -1904 -1615 
-3306  1650  -717 
-3214  1750   273 
  425  -478 -1828 
  543 -2665  -629 
 3899 -1707   683 

scanner data:
-2397    81  -129 
 -584  -711 -3224 
-1192   126 -1343 
 3507 -1043  -122 
 2994   452   716 
 -506 -4074 -2066 
-1801 -4237 -3222 
  -65   111  -185 
-2007  -433 -1630 
 1514 -1774 -1734 
 -189    61   -45 
-4432 -2910 -1916 
  526 -1808 -1920 
 -744 -1746  -537 
 -548  -779   374 
  480 -1734 -1770 
-3214  1750   273 
-2134 -1739 -2909 
-1777 -4169 -3285 
 -706  -757  -430 
-3020  -477   656 
-2399  1386  -158 
 -790  -808  -512 
  406 -1797  -526 
 -874   519 -1951 
